mae	mse	rmse	r2	correlation	mean_ratio	median_ratio	valid_windows	total_windows	country	subtype	total_sequences	total_cases
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999989767514	0.9999999989932886	9	121	mauritania	AH3	16.0	151.0
0.0	0.0	0.0	1.0	1.0	0.9999999726296307	0.9999999813333337	9	121	mauritania	BVIC	4.0	10.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999881500002	0.9999999871000002	6	121	mauritania	BYAM	4.0	10.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999995424946	0.9999999998886875	94	121	italy	AH1N12009	1091.0	17958.0
0.0	0.0	0.0	1.0	1.0	0.9999999996382852	0.999999999886243	96	121	italy	AH3	1548.0	18186.0
0.0	0.0	0.0	1.0	1.0	0.9999999964525487	0.9999999994933333	83	121	italy	BVIC	493.56186482119324	6027.160811327975
0.0	0.0	0.0	1.0	1.0	0.9999999996796506	0.9999999998209571	30	121	italy	BYAM	203.43813517880682	3523.8391886720246
							0	121	italy	AOTHER_SUBTYPE	0.0	4.0
0.0	0.0	0.0	1.0	1.0	0.999999999037037	0.9999999989999999	18	121	burkina faso	BYAM	15.0	25.5
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999835937861	0.9999999893157896	7	121	burkina faso	BVIC	63.0	8.5
0.0	0.0	0.0	1.0	1.0	0.9999999987115572	0.9999999989999999	64	121	burkina faso	AH1N12009	133.0	418.0
0.0	0.0	0.0	1.0	1.0	0.9999999992699732	0.9999999994047618	52	121	burkina faso	AH3	194.0	505.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999991190476	0.9999999989999999	7	121	bermuda	AH1N12009	6.0	10.0
0.0	0.0	0.0	1.0	1.0	0.9999999984944444	0.9999999986666667	15	121	bermuda	AH3	13.0	15.0
							0	121	bermuda	BVIC	1.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999989189463	0.9999999996129032	89	121	romania	AH3	857.0	2126.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999992927806	0.999999999724646	26	121	romania	BYAM	114.0	947.1947189807097
0.0	0.0	0.0	1.0	1.0	0.9999999888685124	0.9999999990353143	73	121	romania	BVIC	405.0	1844.8052810192903
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999960176429	0.9999999993703131	87	121	romania	AH1N12009	987.0	3651.0
0.0	0.0	0.0	1.0	1.0	0.9999999994210936	0.9999999996774194	93	121	india	AH3	575.0	4726.0
0.0	0.0	0.0	1.0	1.0	0.9999999983135321	0.9999999987947434	22	121	india	BYAM	52.63333333333333	263.32
0.0	0.0	0.0	1.0	1.0	0.9999999890814849	0.9999999972727273	73	121	india	BVIC	323.3666666666667	537.6800000000001
0.0	0.0	0.0	1.0	1.0	0.9999999982333198	0.9999999998107761	100	121	india	AH1N12009	1118.0	5068.0
							0	121	india	AOTHER_SUBTYPE	2.0	0.0
							0	121	qatar	AH3	421.0	0.0
							0	121	qatar	AH1N12009	217.0	0.0
							0	121	qatar	BYAM	11.0	3.5
							0	121	qatar	BVIC	167.0	3.5
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999995254829	0.9999999995555555	29	121	brunei	AH1N12009	90.0	295.0
0.0	0.0	0.0	1.0	1.0	0.9999999992640441	0.9999999992592592	35	121	brunei	AH3	118.0	277.0
0.0	0.0	0.0	1.0	1.0	0.9999999974653587	0.9999999976888888	29	121	brunei	BVIC	31.0	142.5
							0	121	brunei	BYAM	8.0	17.5
0.0	0.0	0.0	1.0	1.0	0.9999999989346727	0.9999999990096085	108	121	germany	AH3	3112.0	4804.0
0.0	0.0	0.0	1.0	1.0	0.9999999991057603	0.9999999991818181	103	121	germany	AH1N12009	2681.0	4733.0
							0	121	germany	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999990638941	0.9999999996933351	9	121	germany	BVIC	1440.3045634327893	839.0
0.0	0.0	0.0	1.0	1.0	0.9999999992030564	0.9999999991067483	39	121	germany	BYAM	363.6954365672107	1695.0
0.0	0.0	0.0	1.0	1.0	0.9999999993053609	0.9999999992903226	62	121	dominican republic	AH1N12009	65.0	970.0
0.0	0.0	0.0	1.0	1.0	0.9999999745426034	0.9999999739000007	11	121	dominican republic	BVIC	33.0	36.0
0.0	0.0	0.0	1.0	1.0	0.9999999990781224	0.9999999989999999	34	121	dominican republic	AH3	43.0	413.0
0.0	0.0	0.0	1.0	1.0	0.9999999785000004	0.9999999782500004	4	121	dominican republic	BYAM	5.0	316.0
0.0	0.0	0.0	1.0	1.0	0.9999999997096837	0.9999999999121966	71	121	turkey	AH3	319.0	5883.0
0.0	0.0	0.0	1.0	1.0	0.9999999997106156	0.9999999998965518	60	121	turkey	AH1N12009	415.0	7651.0
0.0	0.0	0.0	1.0	1.0	0.9999999987650733	0.9999999997456914	50	121	turkey	BVIC	48.831730769230774	2867.7762820512817
0.0	0.0	0.0	1.0	1.0	0.9999999983409066	0.9999999997610619	29	121	turkey	BYAM	46.168269230769226	1137.2237179487179
0.0	0.0	0.0	1.0	1.0	0.9999999995162634	0.999999999516129	8	121	rwanda	AH3	12.0	215.0
							0	121	rwanda	BVIC	3.0	2.5
							0	121	rwanda	BYAM	7.0	2.5
0.0	0.0	0.0	1.0	1.0	0.9999999993910826	0.9999999993877551	8	121	rwanda	AH1N12009	11.0	217.0
0.0	0.0	0.0	1.0	1.0	0.9999999992003837	0.9999999995054347	98	121	austria	AH3	1180.0	3467.0
0.0	0.0	0.0	1.0	1.0	0.9999999983718675	0.9999999991082316	42	121	austria	BYAM	203.0	3588.331429694519
0.0	0.0	0.0	1.0	1.0	0.9999999991386347	0.9999999996353367	82	121	austria	AH1N12009	904.0	3009.0
0.0	0.0	0.0	1.0	1.0	0.999999995974534	0.9999999997929988	72	121	austria	BVIC	494.0	4448.668570305481
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999997104284	0.9999999996853146	7	121	azerbaijan	AH3	10.0	117.0
							0	121	azerbaijan	AH1N12009	1.0	18.0
0.0	0.0	0.0	1.0	1.0	0.9999999995362054	0.9999999998821102	113	121	russian federation	AH3	4572.0	47899.0
0.0	0.0	0.0	1.0	1.0	0.9999999992694029	0.9999999997849192	42	121	russian federation	BYAM	194.52380952380952	4661.771229341466
							0	121	russian federation	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999993218897	0.9999999998574778	96	121	russian federation	AH1N12009	5376.0	66157.0
0.0	0.0	0.0	1.0	1.0	0.9999999987048211	0.9999999998218365	110	121	russian federation	BVIC	2508.476190476191	44525.228770658534
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999985052187	0.9999999987175573	19	121	belgium	BYAM	99.0	364.9501155624037
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999961267579	0.9999999995999088	66	121	belgium	BVIC	171.0	10092.049884437596
0.0	0.0	0.0	1.0	1.0	0.9999999967838655	0.9999999989325485	82	121	belgium	AH3	763.0	850.0
0.0	0.0	0.0	1.0	1.0	0.9999999958877798	0.9999999987220098	87	121	belgium	AH1N12009	559.0	652.0
							0	121	belgium	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999991522622	0.9999999992822965	87	121	madagascar	AH1N12009	388.0	1344.0
0.0	0.0	0.0	1.0	1.0	0.999999999376572	0.9999999996410256	77	121	madagascar	AH3	313.0	1401.0
0.0	0.0	0.0	1.0	1.0	0.9999999952502658	0.9999999973778151	86	121	madagascar	BVIC	452.0	342.1833333333333
0.0	0.0	0.0	1.0	1.0	0.9999999974123381	0.9999999993333333	26	121	madagascar	BYAM	15.0	136.81666666666666
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999913116351	0.9999999978030303	59	121	bolivia	BVIC	99.0	223.58394062078276
0.0	0.0	0.0	1.0	1.0	0.9999999991013994	0.9999999995554424	92	121	bolivia	AH3	287.0	1682.0
0.0	0.0	0.0	1.0	1.0	0.9999999980299206	0.9999999997397325	28	121	bolivia	BYAM	52.0	769.4160593792174
0.0	0.0	0.0	1.0	1.0	0.9999999995188995	0.9999999998580721	68	121	bolivia	AH1N12009	207.0	3924.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999993560987	0.9999999995454545	75	121	costa rica	AH3	442.0	1840.0
0.0	0.0	0.0	1.0	1.0	0.9999999991533611	0.9999999996470588	67	121	costa rica	AH1N12009	666.0	3028.0
0.0	0.0	0.0	1.0	1.0	0.9999999866313698	0.9999999966857142	25	121	costa rica	BYAM	10.0	524.5666666666666
0.0	0.0	0.0	1.0	1.0	0.9999999913793985	0.9999999987541219	58	121	costa rica	BVIC	328.0	945.4333333333334
0.0	0.0	0.0	1.0	1.0	0.9999999996576697	0.9999999996666666	19	121	papua new guinea	AH1N12009	28.0	156.0
0.0	0.0	0.0	1.0	1.0	0.9999999992950992	0.9999999989999999	16	121	papua new guinea	BYAM	5.0	25.0
0.0	0.0	0.0	1.0	1.0	0.9999999433333366	0.9999999440000031	3	121	papua new guinea	BVIC	9.0	1.0
0.0	0.0	0.0	1.0	1.0	0.9999999996144027	0.9999999996	20	121	papua new guinea	AH3	10.0	78.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999997368623	0.9999999999794144	114	121	china	AH3	4221.0	325029.0
0.0	0.0	0.0	1.0	1.0	0.9999999999265806	0.9999999999340121	54	121	china	BYAM	752.6506854373854	39347.27052056187
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999969630723	0.9999999990864006	100	121	china	BVIC	4164.349314562614	7127.729479438134
0.0	0.0	0.0	1.0	1.0	0.9999999997307086	0.9999999999834901	104	121	china	AH1N12009	2967.0	320629.0
							0	121	china	AOTHER_SUBTYPE	82.0	26.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999691735167	0.9999999763402094	16	121	china	AH7N9	587.0	32.0
0.0	0.0	0.0	1.0	1.0	0.9999999933003294	0.9999999976666666	25	121	panama	BVIC	32.0	189.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999991793646	0.9999999989999999	53	121	panama	AH3	89.0	1373.0
							0	121	panama	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999916532682	0.9999999959999999	17	121	panama	BYAM	11.0	132.0
0.0	0.0	0.0	1.0	1.0	0.999999999737767	0.9999999998410365	56	121	panama	AH1N12009	190.0	2816.0
0.0	0.0	0.0	1.0	1.0	0.9999999992322466	0.9999999990486655	42	121	fiji	AH1N12009	112.0	428.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999989840895	0.9999999992857143	75	121	fiji	AH3	240.0	618.0
0.0	0.0	0.0	1.0	1.0	0.9999999898454414	0.999999997	21	121	fiji	BVIC	35.0	104.66666666666667
0.0	0.0	0.0	1.0	1.0	0.9999999933017728	0.9999999980625001	36	121	fiji	BYAM	25.0	128.33333333333334
							0	121	turkmenistan	AH1N12009	6.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999981833334	0.9999999985000001	15	121	turkmenistan	AH3	35.0	10.0
0.0	0.0	0.0	1.0	1.0	0.9999999884400002	0.9999999896000001	5	121	turkmenistan	BVIC	14.0	0.5
0.0	0.0	0.0	1.0	1.0	0.9999999943066665	0.9999999948	5	121	turkmenistan	BYAM	1.0	5.5
0.0	0.0	0.0	1.0	1.0	0.9999999997299968	0.9999999997901234	26	121	ethiopia	AH1N12009	81.0	772.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999994533872	0.9999999996	51	121	ethiopia	AH3	60.0	1307.0
							0	121	ethiopia	BYAM	0.0	364.5
0.0	0.0	0.0	1.0	1.0	0.9999999983404289	0.9999999989282297	23	121	ethiopia	BVIC	15.0	445.5
							0	121	bahamas	AH1N12009	1.0	2.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999994285714	0.9999999995	7	121	bahamas	AH3	2.0	4.0
							0	121	bahamas	BVIC	2.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999995047116	0.9999999997	95	121	sri lanka	AH3	141.0	1289.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999996358042	0.9999999997108433	87	121	sri lanka	AH1N12009	107.0	2244.0
0.0	0.0	0.0	1.0	1.0	0.9999999994308767	0.9999999995227272	25	121	sri lanka	BYAM	9.0	556.7559523809523
0.0	0.0	0.0	1.0	1.0	0.9999999976423531	0.999999999	91	121	sri lanka	BVIC	63.0	1002.2440476190475
							0	121	bosnia and herzegovina	AH1N12009	107.0	6.0
							0	121	bosnia and herzegovina	BYAM	19.0	0.0
							0	121	bosnia and herzegovina	AH3	108.0	3.0
							0	121	bosnia and herzegovina	BVIC	20.0	1.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.999999998986015	0.9999999993846154	69	121	south georgia and the south sandwich islands	AH3	115.0	678.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999449840402	0.999999947376618	10	121	south georgia and the south sandwich islands	BVIC	38.0	21.5
0.0	0.0	0.0	1.0	1.0	0.9999999989228342	0.9999999995862069	66	121	south georgia and the south sandwich islands	AH1N12009	99.0	897.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999970414609	0.9999999978461538	13	121	south georgia and the south sandwich islands	BYAM	11.0	39.5
							0	121	south georgia and the south sandwich islands	AOTHER_SUBTYPE	2.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999995682469	0.9999999999207422	77	121	argentina	AH3	579.0	13429.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.999999999782304	0.9999999998632751	61	121	argentina	BVIC	144.0	10254.126592089828
0.0	0.0	0.0	1.0	1.0	0.9999999997587177	0.9999999998488247	34	121	argentina	BYAM	76.0	3338.8734079101723
0.0	0.0	0.0	1.0	1.0	0.9999999994755684	0.9999999999314224	89	121	argentina	AH1N12009	355.0	13977.0
							0	121	argentina	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999991944344	0.9999999995313695	114	121	france	AH3	6997.0	20253.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999986593588	0.999999999754717	107	121	france	BVIC	3844.0	35467.48117045058
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999995027945	0.9999999998864337	50	121	france	BYAM	306.0	12747.518829549419
0.0	0.0	0.0	1.0	1.0	0.9999999994141059	0.9999999996541759	107	121	france	AH1N12009	7331.0	19265.0
0.0	0.0	0.0	1.0	1.0	0.9999999996028666	0.999999999724678	100	121	indonesia	AH3	185.0	2088.0
0.0	0.0	0.0	1.0	1.0	0.9999999995470733	0.999999999712766	93	121	indonesia	AH1N12009	223.0	2636.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999992060785	0.9999999997471193	33	121	indonesia	BYAM	17.0	816.8846153846154
0.0	0.0	0.0	1.0	1.0	0.9999999950354841	0.9999999985758621	68	121	indonesia	BVIC	43.0	890.1153846153846
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999991157131	0.9999999996532094	51	121	kyrgyzstan	AH3	246.0	679.0
0.0	0.0	0.0	1.0	1.0	0.9999999973330546	0.9999999995461151	19	121	kyrgyzstan	BYAM	30.0	118.70588235294117
0.0	0.0	0.0	1.0	1.0	0.9999999842931169	0.9999999958598786	46	121	kyrgyzstan	BVIC	136.0	404.29411764705884
0.0	0.0	0.0	1.0	1.0	0.9999999992027313	0.9999999994302325	49	121	kyrgyzstan	AH1N12009	198.0	529.0
0.0	0.0	0.0	1.0	1.0	0.9999999975463756	0.9999999991864406	45	121	myanmar	AH1N12009	208.0	1081.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999986263917	0.9999999991272727	65	121	myanmar	AH3	300.0	449.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999897270655	0.999999999275862	25	121	myanmar	BVIC	114.0	415.5
0.0	0.0	0.0	1.0	1.0	0.9999999856155977	0.9999999958333332	20	121	myanmar	BYAM	55.0	35.5
0.0	0.0	0.0	1.0	1.0	0.9999999995832601	0.9999999997639386	108	121	brazil	AH3	5239.0	24001.0
0.0	0.0	0.0	1.0	1.0	0.9999999995847124	0.9999999997514434	49	121	brazil	BYAM	273.0	1696.4650441397266
							0	121	brazil	AOTHER_SUBTYPE	6.0	0.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.99999999960227	0.9999999997738614	98	121	brazil	AH1N12009	5245.0	48084.0
0.0	0.0	0.0	1.0	1.0	0.9999999993875591	0.9999999998251774	104	121	brazil	BVIC	2496.0	23384.534955860276
0.0	0.0	0.0	1.0	1.0	0.9999999996830741	0.9999999996884655	54	121	kazakhstan	AH1N12009	282.0	2126.0
0.0	0.0	0.0	1.0	1.0	0.9999999959582163	0.9999999991211717	58	121	kazakhstan	BVIC	215.67333333333335	1810.5660215053763
0.0	0.0	0.0	1.0	1.0	0.9999999901147281	0.9999999990320261	16	121	kazakhstan	BYAM	33.32666666666667	178.43397849462366
0.0	0.0	0.0	1.0	1.0	0.9999999995957234	0.9999999998101341	58	121	kazakhstan	AH3	267.0	2214.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999995046517	0.999999999812998	62	121	lithuania	AH1N12009	196.0	4082.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999994878587	0.9999999997038724	66	121	lithuania	AH3	145.0	3235.0
0.0	0.0	0.0	1.0	1.0	0.9999999760822021	0.9999999908333335	48	121	lithuania	BVIC	35.0	212.91666666666666
0.0	0.0	0.0	1.0	1.0	0.9999999994794114	0.9999999993082596	14	121	lithuania	BYAM	11.0	790.0833333333333
0.0	0.0	0.0	1.0	1.0	0.9999999982698233	0.9999999996788438	45	121	albania	AH3	264.0	1062.0
0.0	0.0	0.0	1.0	1.0	0.9999999996851058	0.9999999997042925	43	121	albania	AH1N12009	211.0	1322.0
0.0	0.0	0.0	1.0	1.0	0.9999999973044241	0.9999999976285714	16	121	albania	BVIC	62.0	544.0
0.0	0.0	0.0	1.0	1.0	0.9999999982502572	0.9999999998409064	8	121	albania	BYAM	10.0	534.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999992201378	0.9999999989999999	52	121	mali	AH1N12009	93.0	284.0
0.0	0.0	0.0	1.0	1.0	0.9999999992149559	0.9999999991550692	14	121	mali	BYAM	26.0	65.0
0.0	0.0	0.0	1.0	1.0	0.9999999992155321	0.9999999993002915	44	121	mali	AH3	212.0	413.0
0.0	0.0	0.0	1.0	1.0	0.9999999825846837	0.9999999893333334	21	121	mali	BVIC	96.0	70.0
0.0	0.0	0.0	1.0	1.0	0.9999999989127618	0.9999999997272727	53	121	czech republic	AH3	215.0	1709.0
0.0	0.0	0.0	1.0	1.0	0.9999999996091705	0.9999999998047515	66	121	czech republic	AH1N12009	284.0	2056.0
0.0	0.0	0.0	1.0	1.0	0.9999999991973691	0.9999999997261757	33	121	czech republic	BVIC	59.0	3419.269230769231
0.0	0.0	0.0	1.0	1.0	0.9999999974913879	0.9999999987	17	121	czech republic	BYAM	12.0	747.7307692307693
							0	121	czech republic	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999995807177	0.9999999997990667	71	121	peru	AH1N12009	447.0	4606.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999992539156	0.9999999994476987	101	121	peru	AH3	811.0	5048.0
0.0	0.0	0.0	1.0	1.0	0.9999999982453435	0.9999999993205128	50	121	peru	BYAM	59.0	470.578197945845
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999889784891	0.99999999833624	54	121	peru	BVIC	459.0	1209.421802054155
							0	121	peru	AOTHER_SUBTYPE	2.0	0.0
0.0	0.0	0.0	1.0	1.0	0.999999999059571	0.9999999997170836	59	121	slovakia	AH3	215.0	728.0
0.0	0.0	0.0	1.0	1.0	0.9999999990917156	0.9999999995744985	57	121	slovakia	AH1N12009	378.0	1019.0
0.0	0.0	0.0	1.0	1.0	0.9999999969403761	0.9999999985531061	54	121	slovakia	BVIC	344.0	6364.464102564103
0.0	0.0	0.0	1.0	1.0	0.9999999928541331	0.9999999989818182	28	121	slovakia	BYAM	12.0	472.5358974358974
							0	121	el salvador	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999992020305	0.9999999992727272	55	121	el salvador	AH3	81.0	688.0
0.0	0.0	0.0	1.0	1.0	0.9999999991940597	0.9999999992499999	54	121	el salvador	AH1N12009	172.0	794.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999818392759	0.9999999900198021	31	121	el salvador	BVIC	101.0	51.52424242424242
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999976402668	0.9999999990209789	35	121	el salvador	BYAM	34.0	98.47575757575757
0.0	0.0	0.0	1.0	1.0	0.9999999993625526	0.9999999994657534	74	121	estonia	AH3	256.0	1002.0
0.0	0.0	0.0	1.0	1.0	0.9999999995953114	0.9999999997195388	65	121	estonia	AH1N12009	257.0	1055.0
0.0	0.0	0.0	1.0	1.0	0.9999999997909235	0.999999999926146	13	121	estonia	BYAM	10.0	1711.5
0.0	0.0	0.0	1.0	1.0	0.9999999931326407	0.9999999980077577	51	121	estonia	BVIC	136.0	649.5
0.0	0.0	0.0	1.0	1.0	0.9999999994284935	0.9999999996666666	54	121	new caledonia	AH1N12009	117.0	635.0
0.0	0.0	0.0	1.0	1.0	0.9999999994725154	0.9999999996150526	68	121	new caledonia	AH3	123.0	974.0
0.0	0.0	0.0	1.0	1.0	0.9999999993080472	0.9999999993355155	31	121	new caledonia	BYAM	25.0	229.27619047619046
0.0	0.0	0.0	1.0	1.0	0.9999999798923276	0.9999999893333334	39	121	new caledonia	BVIC	53.0	112.72380952380952
0.0	0.0	0.0	1.0	1.0	0.999999999144221	0.9999999993095238	42	121	barbados	AH3	32.0	159.0
0.0	0.0	0.0	1.0	1.0	0.9999999994359483	0.9999999995714285	47	121	barbados	AH1N12009	54.0	357.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999934468257	0.9999999945555555	30	121	barbados	BYAM	7.0	43.916666666666664
0.0	0.0	0.0	1.0	1.0	0.9999999916162009	0.9999999945625	21	121	barbados	BVIC	24.0	26.083333333333332
0.0	0.0	0.0	1.0	1.0	0.9999999985361656	0.9999999989999999	37	121	nigeria	AH1N12009	81.0	124.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999842725231	0.9999999920454546	42	121	nigeria	BVIC	42.0	62.4375
0.0	0.0	0.0	1.0	1.0	0.9999999984288612	0.9999999986086957	27	121	nigeria	AH3	87.0	89.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999973401541	0.9999999981333334	15	121	nigeria	BYAM	6.0	41.5625
0.0	0.0	0.0	1.0	1.0	0.999999999137288	0.9999999994708569	108	121	thailand	AH3	1653.0	3381.0
0.0	0.0	0.0	1.0	1.0	0.9999999975971318	0.9999999995	42	121	thailand	BYAM	139.86464646464646	610.416045066045
0.0	0.0	0.0	1.0	1.0	0.9999999875189463	0.9999999971366212	59	121	thailand	BVIC	816.1353535353535	249.58395493395494
0.0	0.0	0.0	1.0	1.0	0.999999999447613	0.999999999666229	99	121	thailand	AH1N12009	1206.0	3345.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.99999999971875	0.99999999975	8	121	iraq	AH3	1.0	349.0
0.0	0.0	0.0	1.0	1.0	0.9999999986818182	0.9999999986818182	2	121	iraq	AH1N12009	0.0	1375.0
							0	121	iraq	BYAM	0.0	202.0
							0	121	iraq	BVIC	0.0	202.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999997109289	0.999999999836241	97	121	korea	AH3	671.0	5024.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999913466777	0.9999999992228001	44	121	korea	BVIC	197.3	1423.6190476190477
							0	121	korea	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999996918807	0.999999999845788	86	121	korea	AH1N12009	529.0	5467.0
0.0	0.0	0.0	1.0	1.0	0.9999999992977248	0.9999999997524324	15	121	korea	BYAM	45.7	1447.3809523809523
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999997169089	0.9999999998767478	69	121	saudi arabia	AH1N12009	218.0	5007.0
0.0	0.0	0.0	1.0	1.0	0.9999999992639405	0.99999999971252	42	121	saudi arabia	AH3	272.0	1629.0
0.0	0.0	0.0	1.0	1.0	0.999999998670579	0.9999999992180986	16	121	saudi arabia	BYAM	16.0	1208.825
0.0	0.0	0.0	1.0	1.0	0.9999999991456824	0.9999999996411855	70	121	saudi arabia	BVIC	92.0	3556.175
0.0	0.0	0.0	1.0	1.0	0.99999999904823	0.9999999995	51	121	latvia	AH1N12009	55.0	916.0
0.0	0.0	0.0	1.0	1.0	0.9999999994429115	0.9999999996052631	60	121	latvia	AH3	69.0	857.0
0.0	0.0	0.0	1.0	1.0	0.9999999998184421	0.9999999999672835	10	121	latvia	BYAM	9.0	2090.7
0.0	0.0	0.0	1.0	1.0	0.9999999965579297	0.9999999982222223	32	121	latvia	BVIC	16.0	999.3
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999996017213	0.9999999997288109	49	121	united arab emirates	AH1N12009	1230.0	6152.0
0.0	0.0	0.0	1.0	1.0	0.9999999990275888	0.9999999995936086	62	121	united arab emirates	AH3	2165.0	7068.0
							0	121	united arab emirates	BYAM	38.0	57.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999848640678	0.9999999992444435	39	121	united arab emirates	BVIC	617.0	1085.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999861944447	0.9999999853333336	6	121	saint lucia	BYAM	1.0	4.5
0.0	0.0	0.0	1.0	1.0	0.999999951428574	0.9999999440000031	7	121	saint lucia	BVIC	2.0	3.5
0.0	0.0	0.0	1.0	1.0	0.9999999986000001	0.99999999875	20	121	saint lucia	AH1N12009	8.0	96.0
0.0	0.0	0.0	1.0		0.9999999985	0.9999999985000001	7	121	saint lucia	AH3	6.0	31.0
							0	121	cuba	AH3	0.0	456.0
							0	121	cuba	BVIC	10.0	278.5
							0	121	cuba	AH1N12009	0.0	1010.0
0.0	0.0	0.0	1.0	1.0	0.9999999996236169	0.9999999996521007	56	121	morocco	AH1N12009	121.0	868.0
0.0	0.0	0.0	1.0	1.0	0.9999999994597296	0.9999999997114422	10	121	morocco	BYAM	16.0	182.0
0.0	0.0	0.0	1.0	1.0	0.9999999997120772	0.9999999998125	63	121	morocco	AH3	94.0	994.0
0.0	0.0	0.0	1.0	1.0	0.9999999910006424	0.9999999979615385	46	121	morocco	BVIC	74.0	294.0
							0	121	seychelles	AH1N12009	0.0	36.0
0.0	0.0	0.0	1.0	1.0	0.99999999853125	0.9999999985000001	8	121	seychelles	AH3	6.0	28.0
0.0	0.0	0.0	1.0	1.0	0.9999999991094384	0.9999999989999999	21	121	belize	AH1N12009	20.0	176.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999990320012	0.9999999989999999	31	121	belize	AH3	12.0	287.0
0.0	0.0	0.0	1.0	1.0	0.9999999978954439	0.9999999980689656	13	121	belize	BVIC	12.0	34.5
							0	121	belize	BYAM	2.0	10.5
							0	121	saint martin (french part)	AH1N12009	2.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999994231518	0.9999999995	83	121	iceland	AH1N12009	191.0	1945.0
0.0	0.0	0.0	1.0	1.0	0.999999999514772	0.9999999995367428	96	121	iceland	AH3	311.0	2643.0
0.0	0.0	0.0	1.0	1.0	0.9999999880556361	0.9999999927757093	28	121	iceland	BVIC	44.0	127.7
0.0	0.0	0.0	1.0	1.0	0.9999999947785138	0.9999999985454546	35	121	iceland	BYAM	28.0	528.3
