mae	mse	rmse	r2	correlation	mean_ratio	median_ratio	valid_windows	total_windows	country	subtype	total_sequences	total_cases
0.0	0.0	0.0	1.0		0.9999999989999999	0.9999999989999999	6	121	tajikistan	AH1N12009	24.0	8.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999963275842	0.999999996330909	24	121	tajikistan	BVIC	29.0	171.5
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999994333333	0.9999999994	6	121	tajikistan	AH3	48.0	8.0
0.0	0.0	0.0	1.0	1.0	0.9999999988487335	0.999999998782241	7	121	tajikistan	BYAM	8.0	57.5
0.0	0.0	0.0	1.0	1.0	0.9999999999415873	0.999999999958604	119	121	united states	BVIC	15676.835414135885	353720.82951820525
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999999462076	0.9999999999634155	63	121	united states	BYAM	5052.164585864115	134039.1704817947
0.0	0.0	0.0	1.0	1.0	0.9999999985560508	0.9999999995699296	121	121	united states	AH3	50373.0	178053.0
							0	121	united states	AOTHER_SUBTYPE	1.0	1.0
0.0	0.0	0.0	1.0	1.0	0.9999999992798231	0.99999999952361	120	121	united states	AH1N12009	34608.0	139525.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.999999999621666	0.9999999997654165	108	121	ghana	AH3	414.0	3929.0
0.0	0.0	0.0	1.0	1.0	0.999999999416112	0.9999999997865613	91	121	ghana	AH1N12009	276.0	2881.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999387449536	0.9999999287272778	6	121	ghana	BVIC	123.0	0.875
0.0	0.0	0.0	1.0	1.0	0.9999999991828854	0.9999999991696492	43	121	ghana	BYAM	22.0	374.125
							0	121	ghana	AOTHER_SUBTYPE	1.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999990306407	0.9999999993623743	88	121	honduras	AH3	184.0	1067.0
0.0	0.0	0.0	1.0	1.0	0.9999999993496144	0.9999999995	71	121	honduras	AH1N12009	224.0	1829.0
0.0	0.0	0.0	1.0	1.0	0.9999999960948485	0.9999999982078853	28	121	honduras	BYAM	23.0	91.99487179487178
0.0	0.0	0.0	1.0	1.0	0.9999999918951656	0.99999999705	74	121	honduras	BVIC	67.0	175.00512820512822
0.0	0.0	0.0	1.0	1.0	0.9999999988791487	0.9999999994545454	99	121	switzerland	AH3	6057.0	2756.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999993996904	0.9999999996818607	93	121	switzerland	AH1N12009	512.0	2450.0
0.0	0.0	0.0	1.0	1.0	0.9999999998378866	0.9999999999509626	29	121	switzerland	BYAM	90.0	10049.604227975413
0.0	0.0	0.0	1.0	1.0	0.9999999993454637	0.9999999998955584	68	121	switzerland	BVIC	294.0	17038.395772024585
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999997403969	0.9999999999069767	43	121	mongolia	AH1N12009	90.0	1805.0
0.0	0.0	0.0	1.0	1.0	0.9999999997678987	0.9999999998482902	56	121	mongolia	AH3	132.0	2329.0
0.0	0.0	0.0	1.0	1.0	0.9999999997670159	0.9999999998566972	15	121	mongolia	BYAM	35.0	312.5
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999855036542	0.9999999868909093	20	121	mongolia	BVIC	48.0	101.5
							0	121	gabon	AH3	8.0	24.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999951591992	0.9999999953333334	7	121	gabon	BVIC	1.0	10.0
0.0	0.0	0.0	1.0	1.0	0.99999999939875	0.9999999995900699	42	121	macedonia	AH3	127.0	299.0
0.0	0.0	0.0	1.0	1.0	0.9999999997937546	0.9999999998392283	47	121	macedonia	AH1N12009	130.0	848.0
0.0	0.0	0.0	1.0	1.0	0.9999999996741429	0.9999999997656875	9	121	macedonia	BYAM	18.0	126.38888888888889
0.0	0.0	0.0	1.0	1.0	0.9999999795279766	0.9999999875000002	33	121	macedonia	BVIC	52.0	42.611111111111114
0.0	0.0	0.0	1.0	1.0	0.9999999994748905	0.9999999997871581	94	121	ireland	AH1N12009	1061.0	7909.0
0.0	0.0	0.0	1.0	1.0	0.9999999997161598	0.9999999999229358	95	121	ireland	AH3	284.0	9595.0
							0	121	ireland	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.999999996183684	0.9999999994955737	84	121	ireland	BVIC	306.0	2902.8168495297805
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999985624591	0.9999999996687694	36	121	ireland	BYAM	166.0	3065.1831504702195
0.0	0.0	0.0	1.0	1.0	0.9999999968899698	0.9999999980689656	19	121	mauritius	BYAM	39.0	66.5
0.0	0.0	0.0	1.0	1.0	0.9999999991065007	0.9999999993205742	74	121	mauritius	AH1N12009	177.0	943.0
0.0	0.0	0.0	1.0	1.0	0.9999999988886884	0.9999999995922906	58	121	mauritius	AH3	103.0	1053.0
0.0	0.0	0.0	1.0	1.0	0.9999999830178028	0.9999999872727274	31	121	mauritius	BVIC	42.0	55.5
0.0	0.0	0.0	1.0	1.0	0.9999999991032819	0.9999999993333333	60	121	martinique	AH3	46.0	318.0
0.0	0.0	0.0	1.0	1.0	0.9999999995823703	0.99999999975	51	121	martinique	AH1N12009	39.0	400.0
0.0	0.0	0.0	1.0	1.0	0.9999999998391236	0.9999999998125	10	121	martinique	BYAM	4.0	64.0
							0	121	martinique	BVIC	16.0	0.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999993095238	0.9999999993333333	14	121	sierra leone	AH3	6.0	34.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999291875051	0.9999999220000061	6	121	sierra leone	BVIC	10.0	6.8
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999988571427	0.9999999989999999	7	121	sierra leone	AH1N12009	5.0	33.0
0.0	0.0	0.0	1.0	1.0	0.9999999171666752	0.999999946000003	6	121	sierra leone	BYAM	1.0	6.2
0.0	0.0	0.0	1.0	1.0	0.9999999994719867	0.9999999997095652	66	121	ecuador	AH1N12009	121.0	2583.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999995786579	0.99999999975	89	121	ecuador	AH3	161.0	1991.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999986502695	0.9999999989699477	36	121	ecuador	BVIC	19.0	377.41666666666663
0.0	0.0	0.0	1.0	1.0	0.9999999955422573	0.9999999986190476	47	121	ecuador	BYAM	32.0	418.5833333333333
							0	121	sudan	AH1N12009	2.0	0.0
							0	121	sudan	BYAM	2.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999997676469	0.9999999999411765	57	121	egypt	AH1N12009	125.0	6654.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999979600108	0.9999999995057164	40	121	egypt	BYAM	40.0	2753.690476190476
0.0	0.0	0.0	1.0	1.0	0.999999999774254	0.99999999975	71	121	egypt	AH3	51.0	4871.0
0.0	0.0	0.0	1.0	1.0	0.9999999995209335	0.9999999997707509	31	121	egypt	BVIC	11.0	2604.309523809524
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999989326048	0.9999999989999999	50	121	guadeloupe	AH3	25.0	163.0
0.0	0.0	0.0	1.0	1.0	0.9999999993381213	0.9999999993333333	35	121	guadeloupe	AH1N12009	13.0	147.0
0.0	0.0	0.0	1.0	1.0	0.999999999537037	0.9999999995	9	121	guadeloupe	BYAM	1.0	31.0
							0	121	guadeloupe	BVIC	8.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999993039179	0.9999999994988922	106	121	spain	AH3	8894.0	23665.0
0.0	0.0	0.0	1.0	1.0	0.9999999965788215	0.9999999993846154	102	121	spain	AH1N12009	7134.0	21603.0
0.0	0.0	0.0	1.0	1.0	0.9999999949810547	0.999999999727534	98	121	spain	BVIC	3678.0	17665.815414786688
0.0	0.0	0.0	1.0	1.0	0.9999999984621672	0.9999999996048875	49	121	spain	BYAM	481.0	11186.184585213312
							0	121	spain	AOTHER_SUBTYPE	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.999999997591047	0.9999999993333333	36	121	tanzania	AH1N12009	77.0	899.0
0.0	0.0	0.0	1.0	1.0	0.9999999990511533	0.9999999994325346	37	121	tanzania	AH3	82.0	1242.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999974155592	0.9999999979285714	25	121	tanzania	BVIC	19.0	517.625
0.0	0.0	0.0	1.0	1.0	0.9999999975567734	0.9999999979285714	27	121	tanzania	BYAM	24.0	558.375
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999988904007	0.9999999996481803	92	121	vietnam	AH3	408.0	1715.0
0.0	0.0	0.0	1.0	1.0	0.9999999996220074	0.9999999996896027	90	121	vietnam	AH1N12009	408.0	1955.0
0.0	0.0	0.0	1.0	1.0	0.9999999954214097	0.9999999989448948	48	121	vietnam	BVIC	195.0	350.275
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999984056771	0.9999999987281768	38	121	vietnam	BYAM	44.0	338.725
0.0	0.0	0.0	1.0	0.9999999999999998	0.999999997142857	0.9999999980000001	7	121	vietnam	AOTHER_SUBTYPE	5.0	6.0
0.0	0.0	0.0	1.0	1.0	0.9999999994802701	0.9999999997498221	104	121	denmark	AH1N12009	1328.0	10062.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999996263955	0.9999999997110368	100	121	denmark	AH3	1950.0	12012.0
0.0	0.0	0.0	1.0	1.0	0.9999999995819061	0.9999999997603883	66	121	denmark	BVIC	603.0	18300.933333333334
0.0	0.0	0.0	1.0	1.0	0.9999999995893851	0.9999999996129032	27	121	denmark	BYAM	121.0	13343.066666666666
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999925525449	0.9999999988888889	91	121	kenya	AH3	650.0	754.0
0.0	0.0	0.0	1.0	1.0	0.9999999910339608	0.9999999982556439	33	121	kenya	BVIC	378.74242424242425	257.67380952380955
0.0	0.0	0.0	1.0	1.0	0.999999984624647	0.999999991909777	23	121	kenya	BYAM	80.25757575757575	46.326190476190476
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999961059038	0.9999999991752379	76	121	kenya	AH1N12009	606.0	872.0
							0	121	kenya	AOTHER_SUBTYPE	2.0	0.0
							0	121	montserrat	AH1N12009	1.0	0.0
							0	121	montserrat	BVIC	0.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999936277397	0.9999999975582191	54	121	oman	BVIC	204.0	558.1666666666666
0.0	0.0	0.0	1.0	1.0	0.9999999967672204	0.9999999980000001	21	121	oman	BYAM	53.0	251.83333333333331
0.0	0.0	0.0	1.0	1.0	0.9999999979109686	0.9999999994718825	60	121	oman	AH1N12009	740.0	1821.0
0.0	0.0	0.0	1.0	1.0	0.9999999978222486	0.9999999991930837	68	121	oman	AH3	601.0	1248.0
							0	121	oman	AOTHER_SUBTYPE	1.0	0.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999989072499	0.9999999994683544	95	121	philippines	AH3	550.0	1021.0
0.0	0.0	0.0	1.0	1.0	0.999999981862221	0.9999999912545455	60	121	philippines	BVIC	133.5	151.49603174603175
							0	121	philippines	AOTHER_SUBTYPE	0.0	1.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999991388513	0.9999999994319526	89	121	philippines	AH1N12009	219.0	885.0
0.0	0.0	0.0	1.0	1.0	0.9999999986802498	0.9999999992307692	33	121	philippines	BYAM	26.5	149.50396825396825
0.0	0.0	0.0	1.0	1.0	0.9999999989927744	0.9999999990098039	68	121	niger	AH1N12009	123.0	511.0
0.0	0.0	0.0	1.0	1.0	0.9999999990577844	0.9999999991983681	102	121	niger	AH3	225.0	548.0
0.0	0.0	0.0	1.0	1.0	0.9999999784029155	0.9999999941724422	54	121	niger	BVIC	123.0	103.76502908855849
0.0	0.0	0.0	1.0	1.0	0.9999999972108439	0.9999999988655446	26	121	niger	BYAM	22.0	61.2349709114415
							0	121	malaysia	AOTHER_SUBTYPE	1.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999977041075	0.9999999998060524	74	121	malaysia	BVIC	196.0	8351.435081585081
0.0	0.0	0.0	1.0	1.0	0.9999999995373	0.9999999997777778	88	121	malaysia	AH3	332.0	9826.0
0.0	0.0	0.0	1.0	1.0	0.9999999994262456	0.9999999997988764	82	121	malaysia	AH1N12009	427.0	7653.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999905334065	0.9999999987621548	32	121	malaysia	BYAM	24.0	444.5649184149184
							0	121	malaysia	AH7N9	0.0	0.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.999999997658138	0.9999999988333333	15	121	kosovo	AH3	120.0	18.0
0.0	0.0	0.0	1.0	1.0	0.999999999386377	0.9999999994685493	8	121	kosovo	AH1N12009	84.0	38.0
0.0	0.0	0.0	1.0	1.0	0.9999999993691155	0.9999999995271144	16	121	kosovo	BVIC	35.0	840.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.999999998986015	0.9999999993846154	69	121	georgia	AH3	115.0	678.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999449840402	0.999999947376618	10	121	georgia	BVIC	38.0	21.5
0.0	0.0	0.0	1.0	1.0	0.9999999989228342	0.9999999995862069	66	121	georgia	AH1N12009	99.0	897.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999970414609	0.9999999978461538	13	121	georgia	BYAM	11.0	39.5
							0	121	georgia	AOTHER_SUBTYPE	2.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999992227017	0.9999999994786729	43	121	afghanistan	AH3	116.0	556.0
0.0	0.0	0.0	1.0	1.0	0.9999999849390786	0.9999999888663308	6	121	afghanistan	BVIC	60.0	8.649999999999999
0.0	0.0	0.0	1.0	1.0	0.9999999976629208	0.9999999990967742	43	121	afghanistan	BYAM	35.0	117.35
0.0	0.0	0.0	1.0	1.0	0.9999999994104514	0.9999999994782608	60	121	afghanistan	AH1N12009	67.0	691.0
0.0	0.0	0.0	1.0	1.0	0.9999999990843675	0.9999999993333333	105	121	south africa	AH3	1400.0	4038.0
0.0	0.0	0.0	1.0	1.0	0.9999999975255209	0.9999999995510204	107	121	south africa	AH1N12009	1257.0	2476.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999996702524	0.9999999997637996	30	121	south africa	BYAM	33.0	574.2690476190476
							0	121	south africa	AOTHER_SUBTYPE	5.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999898455678	0.9999999932924742	80	121	south africa	BVIC	648.0	338.7309523809524
0.0	0.0	0.0	1.0	0.9999999999999998	0.999999999740808	0.9999999998522168	75	121	serbia	AH1N12009	250.0	3397.0
0.0	0.0	0.0	1.0	1.0	0.999999999777157	0.9999999998521439	62	121	serbia	AH3	252.0	2326.0
0.0	0.0	0.0	1.0	1.0	0.9999999944492483	0.9999999983944445	42	121	serbia	BVIC	76.0	514.0
0.0	0.0	0.0	1.0	1.0	0.9999999961826578	0.9999999996842105	19	121	serbia	BYAM	50.0	706.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999988775937	0.9999999992006834	69	121	cameroon	AH1N12009	258.0	843.0
0.0	0.0	0.0	1.0	1.0	0.9999999989766147	0.9999999996363637	92	121	cameroon	AH3	262.0	1227.0
0.0	0.0	0.0	1.0	1.0	0.9999999664115472	0.9999999878860761	25	121	cameroon	BVIC	123.0	34.5
0.0	0.0	0.0	1.0	1.0	0.9999999762790118	0.9999999945135135	27	121	cameroon	BYAM	45.0	96.5
0.0	0.0	0.0	1.0	1.0	0.9999999992230159	0.9999999991999999	14	121	venezuela	AH3	10.0	865.0
							0	121	venezuela	BYAM	0.0	43.5
							0	121	venezuela	BVIC	10.0	6.5
0.0	0.0	0.0	1.0	1.0	0.9999999994905181	0.9999999997297297	34	121	venezuela	AH1N12009	59.0	1399.0
0.0	0.0	0.0	1.0	1.0	0.9999999796230421	0.9999999903333334	41	121	suriname	BVIC	26.0	26.0
0.0	0.0	0.0	1.0	1.0	0.9999999983243054	0.9999999989999999	41	121	suriname	AH1N12009	35.0	259.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999985402492	0.9999999989999999	46	121	suriname	AH3	55.0	87.0
0.0	0.0	0.0	1.0	1.0	0.999999993721079	0.9999999956135743	12	121	suriname	BYAM	20.0	15.0
0.0	0.0	0.0	1.0	1.0	0.999999999129712	0.9999999991022727	14	121	somalia	AH1N12009	22.0	220.0
0.0	0.0	0.0	1.0		0.9999999998666667	0.9999999998666667	7	121	aruba	AH1N12009	2.0	318.0
							0	121	aruba	AH3	1.0	0.0
0.0	0.0	0.0	1.0	1.0	0.9999999992531138	0.9999999995	77	121	luxembourg	AH1N12009	505.0	1428.0
0.0	0.0	0.0	1.0	1.0	0.9999999990631436	0.9999999993175515	88	121	luxembourg	AH3	611.0	1299.0
0.0	0.0	0.0	1.0	1.0	0.9999999970842907	0.9999999993614775	67	121	luxembourg	BVIC	358.0	8641.459595959595
0.0	0.0	0.0	1.0	1.0	0.9999999885054187	0.9999999994193548	31	121	luxembourg	BYAM	29.0	541.540404040404
0.0	0.0	0.0	1.0	1.0	0.99999999914463	0.9999999996842105	59	121	nicaragua	AH3	513.0	2043.0
0.0	0.0	0.0	1.0	1.0	0.9999999995149417	0.9999999997848177	53	121	nicaragua	AH1N12009	227.0	2270.0
0.0	0.0	0.0	1.0	1.0	0.9999999983793362	0.999999999301802	31	121	nicaragua	BYAM	49.90213903743316	605.688260758849
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999958534291	0.999999999212303	67	121	nicaragua	BVIC	277.0978609625668	1207.311739241151
0.0	0.0	0.0	1.0	1.0	0.9999999996701024	0.9999999998409443	98	121	slovenia	AH3	464.0	5014.0
0.0	0.0	0.0	1.0	1.0	0.9999999997149356	0.9999999998987138	75	121	slovenia	AH1N12009	214.0	4604.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999938405407	0.9999999996133333	75	121	slovenia	BVIC	102.0	3101.4
0.0	0.0	0.0	1.0	1.0	0.999999999351109	0.9999999999489798	30	121	slovenia	BYAM	54.0	3085.6
0.0	0.0	0.0	1.0	1.0	0.9999999992236869	0.9999999990971918	26	121	haiti	BYAM	50.0	101.5
0.0	0.0	0.0	1.0	1.0	0.9999999994914318	0.9999999995	29	121	haiti	AH1N12009	63.0	906.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999995655087	0.9999999996923077	41	121	haiti	AH3	93.0	1110.0
0.0	0.0	0.0	1.0	1.0	0.9999999836778932	0.9999999989999999	39	121	haiti	BVIC	105.0	210.5
0.0	0.0	0.0	1.0	1.0	0.9999999994824196	0.9999999995350223	107	121	bangladesh	AH3	1006.0	4950.0
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999849094551	0.9999999852430558	14	121	bangladesh	BVIC	438.0	7.50719512195122
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999989881931	0.9999999994590163	47	121	bangladesh	BYAM	194.0	603.4928048780488
0.0	0.0	0.0	1.0	0.9999999999999999	0.9999999995801322	0.9999999996849861	86	121	bangladesh	AH1N12009	802.0	3359.0
							0	121	bangladesh	AOTHER_SUBTYPE	0.0	8.0
0.0	0.0	0.0	1.0	1.0	0.9999999995487014	0.9999999998295455	57	121	armenia	AH1N12009	92.0	1899.0
0.0	0.0	0.0	1.0	1.0	0.9999999997500156	0.9999999997860627	10	121	armenia	BYAM	29.0	208.5
0.0	0.0	0.0	1.0	1.0	0.9999999991431501	0.9999999995267489	32	121	armenia	AH3	113.0	768.0
0.0	0.0	0.0	1.0	1.0	0.9999999885067685	0.9999999987376623	21	121	armenia	BVIC	16.0	148.5
0.0	0.0	0.0	1.0	1.0	0.9999999991831096	0.9999999993398533	22	121	cyprus	AH1N12009	81.0	146.0
0.0	0.0	0.0	1.0	1.0	0.9999999988163938	0.9999999988333332	26	121	cyprus	AH3	76.0	134.0
0.0	0.0	0.0	1.0	1.0	0.9999999991214439	0.999999999151515	7	121	cyprus	BYAM	19.0	125.0
0.0	0.0	0.0	1.0	0.9999999999999998	0.9999999974166666	0.999999997	6	121	cyprus	BVIC	42.0	17.0
