subtype	country	data_type	mean_weighted_location	std_weighted_location	min_weighted_location	max_weighted_location	trend_slope	data_points	smoothing_effect
AH3	afghanistan	original	0.635695264331628	2.9205111527808274	0.0	28.0	0.005881016359034243	121	0.0
AH3	afghanistan	smoothed	0.6353849009187001	1.3802029013200845	0.0	9.883582317461656	0.007080715212002856	121	1.540308251460743
AH3	albania	original	0.6629612910604646	2.672515857852652	0.0	18.857142857142858	-0.0072817608158347895	121	0.0
AH3	albania	smoothed	0.6598035865973827	1.3620539426572882	0.0	7.372681318681319	-0.006177726611070381	121	1.310461915195364
AH3	algeria	original	1.8656040928768203	8.708887248716104	0.0	70.5	-0.010092063922168238	121	0.0
AH3	algeria	smoothed	1.8165009776691998	3.7531856730003534	0.0	21.64359459113378	-0.009073037484821267	121	4.955701575715751
AH3	anguilla	original	0.0	0.0	0.0	0.0	0.0	121	0.0
AH3	anguilla	smoothed	0.0	0.0	0.0	0.0	0.0	121	0.0
AH3	argentina	original	5.693586690724207	13.068070723682853	0.0	68.23529411764706	0.05992955357510657	121	0.0
AH3	argentina	smoothed	5.788108595320764	8.02946999516479	0.0016822487148981	34.40636546636395	0.06461469074498315	121	5.0386007285180625
AH3	armenia	original	1.1116109826002876	7.262192797951111	0.0	77.0	0.004291309527677545	121	0.0
AH3	armenia	smoothed	1.1115392469368872	3.1276060893818913	0.0	24.66003289478172	0.006413617479086292	121	4.13458670856922
AH3	aruba	original	0.0	0.0	0.0	0.0	0.0	121	0.0
AH3	aruba	smoothed	0.0	0.0	0.0	0.0	0.0	121	0.0
AH3	australia	original	1.659487610092772	2.4611170579566233	0.0	17.4	-0.014144178904822358	121	0.0
AH3	australia	smoothed	1.6718799405648155	1.3131597514674564	0.0007740506324163	6.919742612846697	-0.013044838019771764	121	1.1479573064891668
AH3	austria	original	1.2266634333073831	2.7668494796498755	0.0	23.0	-0.007583263584711194	121	0.0
AH3	austria	smoothed	1.2142225611629551	1.3354566001553774	0.0	8.765770028373487	-0.005883023605008896	121	1.4313928794944981
AH3	azerbaijan	original	0.04442148760330578	0.4866130159653337	0.0	5.375	-0.0015656753827394657	121	0.0
AH3	azerbaijan	smoothed	0.04442148760330577	0.2004041390420521	0.0	1.6125	-0.0014807162534435253	121	0.28620887692328156
AH3	bahamas	original	0.03305785123966942	0.2855727693086115	0.0	3.0	-0.0007925755317707626	121	0.0
AH3	bahamas	smoothed	0.033057851239669055	0.1400605225726595	0.0	1.11	-0.0007293501332249647	121	0.14551224673595198
AH3	bahrain	original	5.848038829857011	24.03687132978053	0.0	168.33333333333334	0.11759995634436762	121	0.0
AH3	bahrain	smoothed	5.82746593279959	16.515614381112442	0.0	88.26786118491682	0.1277167381389275	121	7.521256948668089
AH3	bangladesh	original	3.265336921901702	13.004301613248604	0.0	104.5	0.008688558948442145	121	0.0
AH3	bangladesh	smoothed	3.2573554002193257	5.764638594504038	0.0	32.48927879283117	0.014519397564196387	121	7.239663018744566
AH3	barbados	original	0.6342975206611571	3.998728159557018	0.0	43.0	0.01889874904032877	121	0.0
AH3	barbados	smoothed	0.6218967096016508	1.8605317019229437	0.0	12.960530410833424	0.019468128423750064	121	2.1381964576340744
AH3	belarus	original	1.0828741965105602	8.04074664219762	0.0	75.5	-0.022951948697105172	121	0.0
AH3	belarus	smoothed	1.0828741965099582	3.434259612398946	0.0	22.651881966296266	-0.02088087782949326	121	4.606487029798673
AH3	belgium	original	0.462945280496155	1.5266632135520373	0.0	13.0	0.002897960539260756	121	0.0
AH3	belgium	smoothed	0.45528127578316097	0.7035858714243003	0.0	4.123811709502669	0.003385516841994149	121	0.823077342127737
AH3	belize	original	0.10192837465564737	0.548129761514101	0.0	4.833333333333333	-4.9677098857426455e-05	121	0.0
AH3	belize	smoothed	0.10192793873170304	0.2368487770357643	0.0	1.5580451911662263	0.00014524525006063762	121	0.3112809844783367
AH3	bermuda	original	0.05371900826446281	0.25553098898744314	0.0	2.0	-0.0012464435713317973	121	0.0
AH3	bermuda	smoothed	0.05371900826443947	0.12025539378541596	0.0	0.6100843663893	-0.0011437022986960567	121	0.1352755952020272
AH3	bhutan	original	1.4107748717296809	3.108358818746876	0.0	17.0	0.02630015479486663	121	0.0
AH3	bhutan	smoothed	1.4066891231630068	1.9721659521975206	0.0	8.301989131428865	0.028786256399904807	121	1.1361928665493555
AH3	bolivia	original	2.7553984208529663	12.527632137363472	0.0	129.0	-0.04700929942416528	121	0.0
AH3	bolivia	smoothed	2.770124794550569	6.1065429349261615	0.0004539938751204	48.17684586908865	-0.04288749615954358	121	6.421089202437311
AH3	bosnia and herzegovina	original	0.006198347107438017	0.067899490599814	0.0	0.75	0.00015241837149437742	121	0.0
AH3	bosnia and herzegovina	smoothed	0.006198249312779715	0.02796338991171313	0.0	0.2249999999999999	0.00016426805694983918	121	0.03993610068810087
AH3	brazil	original	3.659677426676039	4.465095182248932	0.0	21.4	0.003532442457199048	121	0.0
AH3	brazil	smoothed	3.6859835491071555	3.1732284927778727	0.0026714636579688	13.124911437725553	0.006159738973222168	121	1.2918666894710595
AH3	brunei	original	0.4239275875639512	1.5611855908077772	0.0	15.0	0.01429926258540267	121	0.0
AH3	brunei	smoothed	0.41705153649811594	0.8280165273926685	0.0	4.9848990657	0.014753099582790363	121	0.7331690634151087
AH3	bulgaria	original	1.1562375479782663	3.1208133091216292	0.0	19.0	-0.0030805791346955724	121	0.0
AH3	bulgaria	smoothed	1.144352609469933	1.3308400805237284	0.0	6.074951711825018	-0.0014861735283391415	121	1.7899732285979009
